subjectId,entries,first,last,membersSha256
dictionary-batch:xinhua:0196,1000,烽驿,燃灼,2d1677c02871cab4751c1300941bcef647d72f1c7b19c62b632ea2987f3fccaa
dictionary-batch:xinhua:0197,1000,燃犀,牛溲,3696db09b849d4be64bac42cc55c688c8fdd77cc9b6a8f506a23c66627631f6b
dictionary-batch:xinhua:0198,1000,牛溲马渤,狕,b5633883f8bd36e402aaaf5cb2fdd127774558b989fe29c84669321b6d92469d
dictionary-batch:xinhua:0199,1000,狖轭鼯轩,玄枢,149ad5806b074d8d495d566e4936fd120aed9e3b8071bb72566ba36503ac52e6
dictionary-batch:xinhua:0200,1000,玄枵,王御,5f05fecf293679a72d2dc57eb0f3588ec0f7a5c273f9d15afa3540361e1ae1e5
dictionary-batch:xinhua:0201,1000,王徭,理怀,bd0f54b06369be2be5d0e208b988ed6ff7f56a25482c984b00bea872d5be50d8
dictionary-batch:xinhua:0202,1000,理思,瓜庐,480ca77d23b5f2e91bbc0682f7360dbe78b6d5abd0b241aeeece6957d93f0805
dictionary-batch:xinhua:0203,1000,瓜戍,田邑,7e85fe9188c2aedd02c200e7cd8fb15fbcbbd256048f7bfa4f23c01cc8708894
dictionary-batch:xinhua:0204,1000,田郎,疏注,820252f967165dbdc378051680860da073211dddac5bc9dd6da3f266968ee948
dictionary-batch:xinhua:0205,1000,疏涤,瘅疟,c6ac78d83a5bf71fdeddc711085bd4357ccec4509050a2265bbcb348dcaa3aeb
dictionary-batch:xinhua:0206,1000,瘅疽,皂钱,2ef3daedb6056e0a36814ab9c2037991c9d9d00a8e752eb4fddb0fb60d22942f
dictionary-batch:xinhua:0207,1000,皂隶老官,盛炽,ebbe562ccd82ce1462e3b78edf05525682fb242f4bd1e159872fc53d7df6f496
dictionary-batch:xinhua:0208,1000,盛烈,眃遂,7bb9d7308c0c52bdb3d407a75181d72f7d0a0ed25e8bd31af3e1890f0601aeb0
dictionary-batch:xinhua:0209,1000,眄伺,睫睫,c3b397701fbe4770bde698a8df9a9141130e079476b8f051f5f5a106eb4b28af
dictionary-batch:xinhua:0210,1000,睽仰,矮人,79f4701f06f49785a3c6b760404754183d40db6485e234a2ef24e902169866f7
dictionary-batch:xinhua:0211,1000,矮垛垛,硬扎,af1d0b526e8af35a95dfff0b62589b1882b9f01aaec994e9d72244c4ec4238dc
dictionary-batch:xinhua:0212,1000,硬打挣,祑砢,1890d9c36a2201b3508e3032b1417af0ce852424523cf60d073a54fae03cf0b6
dictionary-batch:xinhua:0213,1000,祑硌,禀生,71849aaa34ac9af34eec4f1d71ae58cb592e6b2a38282bd99db3ff281e53b20c
dictionary-batch:xinhua:0214,1000,禀畏,秀良,87f7c3ed2bca799ab3117ca984263c51acf6fedfc3ea1e1d6b10cabede01e9d2
dictionary-batch:xinhua:0215,1000,秀艳,秘戏图,f82a7d7d9326f92b635ba134e3eaa726cfcfae0d7a0f026af28d9133d80f4ca4
dictionary-batch:xinhua:0216,1000,秘文,稓,1ead92d3bfcefec7320b23f92d96c432a8e47bb1f3be2e726c49178ea5da958a
dictionary-batch:xinhua:0217,1000,稔乱,窃尝,ef247028caa6f733b40779930cefee1ff05c81214bde797b411a9ba389c70032
dictionary-batch:xinhua:0218,1000,窃庇,竹枪,fe91cf98bbb8d48020460a5b0bd421d1bb24da65f3f3a7c0ea1479db9c799cdf
dictionary-batch:xinhua:0219,1000,竹柏,策序,73b39e1c4de2ac6bfe3b973afc781a2ee377fcca82cb946bf7fc7c66097ff536
dictionary-batch:xinhua:0220,1000,策府,籣,b0a663ff33868b22cf4ed85d4b1f3c083f711e747d574026ecd9f47794300bff
dictionary-batch:xinhua:0221,1000,籥,紫磨,96174906215f46eb6e85a6d7d273c952231a3cb55c29d318f07f9b3435107874
dictionary-batch:xinhua:0222,1000,紫禁,纳亨,2dda41ab02ce5963930a0208d38f9fd14c6b8fe7510a570f503d4840b1f9409d
dictionary-batch:xinhua:0223,1000,纳佑,绝胜,35af858673b13ea995c2ed5e5be52bf3750c4a4f1805804fed3ab779d34bf6d1
dictionary-batch:xinhua:0224,1000,绝脉,缓限,8f618d7070fc58df05aafedcc7344f144837eb31b7fedcc2e109370e6a472923
dictionary-batch:xinhua:0225,1000,缓音,羊羧,886deb914502540d19f846a2497e462fb66486f08ecc6e15b591f01ab86cc47e
dictionary-batch:xinhua:0226,1000,羊肆,老娘家,5b9610b24e2de49d9c3a2266a8848caceca63095ef3283bcca171b44766fa1a6
dictionary-batch:xinhua:0227,1000,老婆娘,联宗,1c1e4b216fa0f89ab8bd46657957f9d831cdf85c9f27a89d821a4e2da83ffb93
dictionary-batch:xinhua:0228,1000,联对,胥怨,d1633e488fc4936bc380710f3793cdd20e6a9fc85386a5033ef86d1f6c209450
dictionary-batch:xinhua:0229,1000,胥成,膐,8dfb2c9195e5381fc7f04ab79280667f465099508dd59a71506e0ab40f58a120
dictionary-batch:xinhua:0230,1000,膒膒,般辟,0032cbb83f9f5c71c77d53e8afeb3ead6becb7928accb358f81068d39f00b058
dictionary-batch:xinhua:0231,1000,般运,苏鬼,f4f705b2cd35f6fe4c9a859317a12c010acae7d8d3c12f87f83ed44226a235b5
dictionary-batch:xinhua:0232,1000,苏麻,荚蒾,ae65c5bec23ec72f7bb631f1a1aba65facf5ca0128257d7fb4662e8ff6fb82fe
dictionary-batch:xinhua:0233,1000,荚钱,营缉,8e97009f1363f4854e8b912c42271f0144b59c2ffdd7cf10b7697795e69ffcb0
dictionary-batch:xinhua:0234,1000,营缘,蕃植,611eb5c7e9ba312d9a9e3a98dba987036eb5f3af4e891542c5873cbcfe439b88
dictionary-batch:xinhua:0235,1000,蕃浑,虾兵,686edaab6e94d2b22eb532b7e498bdebe1ffcc2990a2e5318d58332c6c233ecc
dictionary-batch:xinhua:0236,1000,虾助,蜀素,7c37f80c506641a06ab60315217ace688984a052a20eed4c1314a2bd7527705a
dictionary-batch:xinhua:0237,1000,蜀红,蟾窟,4d09d13304509e6598222ad24850c85686ea3549b3ecdf9ec831a012e080455d
dictionary-batch:xinhua:0238,1000,蟾精,衔训,9fbc404615ad7b8dc42d76e5d79ec6286ca43cb4a79c97d99573196296970280
dictionary-batch:xinhua:0239,1000,衔诉,裁整,a4abf48891dab020219b1ece8252e019deb73d480b02fd4bde6376e4a7701a8e
dictionary-batch:xinhua:0240,1000,裁料,要路津,fb9cf6a7d9c90d41f27afd8be5bbb11076fe3da77258cec139eeb5d571ac5fc8
dictionary-batch:xinhua:0241,1000,要躬,言制,01b06217d972c1b35afd7d7e35b8aec358aca2e42ca203199c957d785706ee0a
dictionary-batch:xinhua:0242,1000,言功,讨死,a18dc69b73572eacc4fbb7c05ee263100b435e8a9fa5cd51cd6a6fa5febe5d3b
dictionary-batch:xinhua:0243,1000,讨气,设心,610ad2f95c934434ade171dab86bce0d5adfe5ec49612654ced81dd2c37a5a15
dictionary-batch:xinhua:0244,1000,设念,诗格,63385db9c459baaee41d71c9e777aedd19f2d4452f7fbcf4f6c2df5037d3a123
dictionary-batch:xinhua:0245,1000,诗案,诰令,5c8b562a8642a89917e0cba7c81f98a751d3c9e58cd576a1b8602c95cc9c2b66
dictionary-batch:xinhua:0246,1000,诰券,谋翼,07d52e1ba490c910bc53a48506832ebafa357dcd25b9b1c71337044b11c117c2
dictionary-batch:xinhua:0247,1000,谋虹,谭延(1880-1930),629ccb27b4230a150987f98e02d5b806053849fbd731aac6a34cf83252abefa6
dictionary-batch:xinhua:0248,1000,谭思,贞仁,03a66899887a583999544642a632224516f7f104aab9ffee8eb6948add87aea4
dictionary-batch:xinhua:0249,1000,贞介,贫隘,3ed2f0184fe27ce7b110ebc14e7cb5011f027185f57648f80d088ef4b54eab4d
dictionary-batch:xinhua:0250,1000,贫难,赊头,344ddf14971cae3b71e905f785c02c6cf5c9233256793019bffeae0f7a3d7298
dictionary-batch:xinhua:0251,1000,赊市,赤骨律,55420ac07fac070f3955266b8c4a13d671c1e0b4b2c7ef1c5acfdff0b886f926
dictionary-batch:xinhua:0252,1000,赤骨立,趋士,5d4eeeb96926b6f3177aac286a0c849cc3a274ccca0df200a33827b2fe9a9661
dictionary-batch:xinhua:0253,1000,趋媚,踏顿,db9ceeb1a08a39ff4299a8354b005a5618877093102506e096ea76cb7041ecca
dictionary-batch:xinhua:0254,1000,踏颓,躯干骨,e2b07596dc2c24eafc780b4bdcd1431e020bb4d5fa4163b1b7f893a65202f1f6
dictionary-batch:xinhua:0255,1000,躯材,轻拢慢捻,c48798950020878c84d7e21bba11fdd4632464e0fb39b40757626316a98975f0
dictionary-batch:xinhua:0256,1000,轻挑,辩略,fc9c2f5dafcb097194eb92ebc3ee4449c02d4483e30300c029df50a066be3d5b
dictionary-batch:xinhua:0257,1000,辩省,过蓝,b8622be26159ab220f7dc94535e075e4cf443d335643d80a6f6c87270403f4e7
dictionary-batch:xinhua:0258,1000,过衅,进道若蜷,608e14ef00b672edc376bd40cc06a9f458889b9fe116ee349d1f0818eb9e905d
dictionary-batch:xinhua:0259,1000,进酌,迫怵,9238a79dc7466af2dd827da698623ec3d277e9c7746e2c648387570d97506bcf
dictionary-batch:xinhua:0260,1000,迫恐,逃身,1f4a7c16bba407ffeb98457e8627e03c3d20725c6b1b345368a8c11a3f2da825
dictionary-batch:xinhua:0261,1000,逃躲,通鼻子,0565af3bb34e0d6e1fd8dc3f825674debd180af684187b928dc372b7d8ebcbd4
dictionary-batch:xinhua:0262,1000,通𪹳,遐溯,a3a418ff242b99b2a30bce2c9d3a9cfdd7d26ad36905509d55d9a892daaba5b4
dictionary-batch:xinhua:0263,1000,遐漂,遮当,4e6d3d418d8ae919b508ea2a41781bed41e4f3de44b184194d09c7927469c059
dictionary-batch:xinhua:0264,1000,遮影,邮片,d4887027cd83967b3e3f805076c2a3638d30b1f60028a1d555a168adee26ee67
dictionary-batch:xinhua:0265,1000,邮票志号,配头,cc451e9e2fd05f119f6c8c86334b2af7a013f69cd88ec4de558b6bbcf73aeacd
dictionary-batch:xinhua:0266,1000,配奏,醮台,01249889a72781778751201681477c2837871d23bde978b53ee55fde09cda7bd
dictionary-batch:xinhua:0267,1000,醮告,金凫,642eadfecadbeff4394f044f04cb6c71cce8bd624228ac444c8ceca7403c696f
dictionary-batch:xinhua:0268,1000,金凳,针耨,5b87e8c88d14a0aeefbba56818dec0e6a9a739dc4c4be02093619e53022f7702
dictionary-batch:xinhua:0269,1000,针膏,铜陛,2dd42b42eccd3a420cf38e5c35916dfd31423a5085117eedda8eddde921a050f
dictionary-batch:xinhua:0270,1000,铜雀,镂银,ed360dce7c727aa1bb95dc2a24285fd183219a27f2e3ed2812c4f20f6fd27907
dictionary-batch:xinhua:0271,1000,镂错,闹蛾,beb6f1156e199791bf4479b4988da6e3a7bd2fcf27d229baf711e5aa0c489b98
dictionary-batch:xinhua:0272,1000,闹表,阴马,7d532f07b1289fa863cd1f67d7dcec84a96002e3ea4887334e9c60285f9a2721
dictionary-batch:xinhua:0273,1000,阴驾,陋曲,ef517d26dc44593a321686e26d1f08eed20ef9d8022731677c42d2c883216aca
dictionary-batch:xinhua:0274,1000,陋术,隆宗,c4118fca2c8dacb3c34b11efded80bf4435fbe011a41324268637ea5f7b7b4f0
dictionary-batch:xinhua:0275,1000,隆宠,雄悍,2ea164076a3cccbfd38a372062ed5cdcf704a326fcefe417576073265eafb2a6
dictionary-batch:xinhua:0276,1000,雄情,雷布,d94142e4342cc6a8b9e8bdc6bc561e1460cdc0889560f0bb4d3071aba099070b
dictionary-batch:xinhua:0277,1000,雷师,霸岸,74d89ca49092d79c0e1d922f83833957157ecade128a641fb1d8389fdf6b2e1f
dictionary-batch:xinhua:0278,1000,霸川,静睇,733300ae7bbf8829560bbbb548d62be0dba7a9874e15b7d4057320e496a9e3cd
dictionary-batch:xinhua:0279,1000,静砌,韶夏,a9383b3e6e5c95c63d1eb82d2220b606a46d8c43d795ba8ebe8e68885d3a310e
dictionary-batch:xinhua:0280,1000,韶妙,颇罗,6b390ed62133dd9d5502bc2309f5a987a17d5423ccc91bbc4e2acd3191bcf70b
dictionary-batch:xinhua:0281,1000,颇耐,风花,2ecd67d1d12f2f1d26507061dd66e99952029b8f69edd31d22c262ea925d7f90
dictionary-batch:xinhua:0282,1000,风茄,饫眼,4ed4606178087fcbf8713f043892b07605fa883328f58001013d79115d626f8d
dictionary-batch:xinhua:0283,1000,饫礼,騛,841490a8f92807455060ba19a9cf470941492ac53ed2027b616c06532b69bb22
dictionary-batch:xinhua:0284,1000,騡,驼脂,dccea3bd85aa2eab91329e2866699a336773386b4bbe965a68e91471ee7a7dec
dictionary-batch:xinhua:0285,1000,驼腰,骨冬,5c1742b26ac8fcc9a81df1b3ad4170b5b929c0207e2952eb614eb12a82e9a11e
dictionary-batch:xinhua:0286,1000,骨出,魂守,affc21fbad5cd266df5e9ecbdf697a12b05f0ce8d09f88090988af2bb0666649
dictionary-batch:xinhua:0287,1000,魂帕,鲸寇,0f0d0b1fda585e4a7bfa7dd48a0354d6a078ace927fa6c543e770879b2b17bea
dictionary-batch:xinhua:0288,1000,鲸工船,鸳鸯社,e9ed71d490866473f4aae2669dae19db82e3ab6c893d83d959e449d64049bc5a
dictionary-batch:xinhua:0289,1000,鸳鸯符,麑衣,99d639481be67d272572064f6540b1a0fb1d998e70672753b3e37d950e423847
dictionary-batch:xinhua:0290,1000,麑裘,鼎𩠌,1f0c76811183f5e07d27a6919cabd046255cf22d0bc31a3dae76ea0fcfb9e137
dictionary-batch:xinhua:0291,1000,鼏,龙豆,c946bc08e0da6c5ce57145eecd2a63ab87010c7fa148b94897cd8c8b75a873fe
dictionary-batch:xinhua:0292,1000,龙象会,𬣳𬣳,81ab9a43fefa618d5cd3383b5b4fa7feaf361fb63bba65e8e1532f7e59342d92
dictionary-batch:xinhua:0293,114,𬤊正,𰶎,76bca5fbacc469a3841ba304c9392c29969a99e26107d69c8e0f1a2f35a58bf6
