subjectId,documentSha256,collection,kind,title,unitId,role,text,pinyin,english,japanese,missingHanzi,readingRecheck
content:c9da1c5d-fc04-5949-ab0f-8b886e22f7f8,9026d637c055ab22b87912562199fde544e15d38238be5ee4d47ad6f919209dd,learning,word,毫米,a19b6e25-8264-51d8-bff2-fcc0a2d6c97e,headword,毫米,háo mǐ,millimeter,ミリメートル,0,
content:c9da1c5d-fc04-5949-ab0f-8b886e22f7f8,9026d637c055ab22b87912562199fde544e15d38238be5ee4d47ad6f919209dd,learning,word,毫米,56f88b7a-6c59-51b0-9060-1a393c452024,definition,长度单位。十毫米等于一厘米。,cháng dù dān wèi 。 shí háo mǐ děng yú yì lí mǐ 。,millimeter,ミリメートル,0,长=cháng; 一=yì
content:c9da1c5d-fc04-5949-ab0f-8b886e22f7f8,9026d637c055ab22b87912562199fde544e15d38238be5ee4d47ad6f919209dd,learning,word,毫米,44928d3f-2239-5ce0-b739-b26afdb3199f,example,三毫米,sān háo mǐ,three millimeters,三ミリメートル,0,
content:c9da1c5d-fc04-5949-ab0f-8b886e22f7f8,9026d637c055ab22b87912562199fde544e15d38238be5ee4d47ad6f919209dd,learning,word,毫米,41240c7c-3c3a-584f-b25e-184416f4c3e0,example,这块玻璃厚三毫米。,zhè kuài bō li hòu sān háo mǐ 。,This piece of glass is three millimeters thick.,このガラスは厚さが三ミリメートルです。,0,
content:ebbf5b89-1738-54d9-903f-c7cc1004796d,1a8d4b6217a0d27319372aefa16c53a6395fde6a00d823d99b32336614c109e0,learning,word,厘米,6f92dff8-5c7a-572b-b58d-60be333aff77,headword,厘米,lí mǐ,centimeter,センチメートル,0,
content:ebbf5b89-1738-54d9-903f-c7cc1004796d,1a8d4b6217a0d27319372aefa16c53a6395fde6a00d823d99b32336614c109e0,learning,word,厘米,1cf663f1-7ce0-59f0-b4a1-70ca92125379,definition,长度单位。一百厘米等于一米。,cháng dù dān wèi 。 yì bǎi lí mǐ děng yú yì mǐ 。,centimeter,センチメートル,0,长=cháng; 一=yì; 一=yì
content:ebbf5b89-1738-54d9-903f-c7cc1004796d,1a8d4b6217a0d27319372aefa16c53a6395fde6a00d823d99b32336614c109e0,learning,word,厘米,a51060a2-af8d-567a-9b85-ba0e8659dbb2,example,十厘米,shí lí mǐ,ten centimeters,十センチメートル,0,
content:ebbf5b89-1738-54d9-903f-c7cc1004796d,1a8d4b6217a0d27319372aefa16c53a6395fde6a00d823d99b32336614c109e0,learning,word,厘米,5312d34a-5391-5731-8263-30e52d720bd2,example,这支铅笔长十厘米。,zhè zhī qiān bǐ cháng shí lí mǐ 。,This pencil is ten centimeters long.,この鉛筆は長さが十センチメートルです。,0,长=cháng
content:67c418d9-8b2b-5985-b475-3602a0411a92,225760a61e03e25669e14d3373292038d1df9509c77c62a8f823190250cb34f0,learning,word,分米,07f9d408-43ac-5dfb-a71b-b859b1864fc0,headword,分米,fēn mǐ,decimeter,デシメートル,0,
content:67c418d9-8b2b-5985-b475-3602a0411a92,225760a61e03e25669e14d3373292038d1df9509c77c62a8f823190250cb34f0,learning,word,分米,fec28bf1-2964-5d5d-bee0-7fafb510d510,definition,长度单位。一分米等于十厘米。,cháng dù dān wèi 。 yì fēn mǐ děng yú shí lí mǐ 。,decimeter,デシメートル,0,长=cháng; 一=yì
content:67c418d9-8b2b-5985-b475-3602a0411a92,225760a61e03e25669e14d3373292038d1df9509c77c62a8f823190250cb34f0,learning,word,分米,3d2915c6-730b-5a80-b462-757696101f12,example,二分米,èr fēn mǐ,two decimeters,二デシメートル,0,
content:67c418d9-8b2b-5985-b475-3602a0411a92,225760a61e03e25669e14d3373292038d1df9509c77c62a8f823190250cb34f0,learning,word,分米,8e953df4-dd24-5141-a09c-90c121d3b30c,example,这把尺子长二分米。,zhè bǎ chǐ zi cháng èr fēn mǐ 。,This ruler is two decimeters long.,この定規は長さが二デシメートルです。,0,长=cháng
content:ddc5a12a-089a-5569-87a8-420ba60a99ba,a01eeb4da8f946acefa5aa05bc6712eb2f775fb13d50b8eceb4c4e15160c6205,learning,word,米,472b0398-7971-542b-a5cd-2acd468981e9,headword,米,mǐ,meter,メートル,0,
content:ddc5a12a-089a-5569-87a8-420ba60a99ba,a01eeb4da8f946acefa5aa05bc6712eb2f775fb13d50b8eceb4c4e15160c6205,learning,word,米,51236c7f-05ad-5ac4-8b46-e0483cc61299,definition,长度单位。一米等于十分米。,cháng dù dān wèi 。 yì mǐ děng yú shí fēn mǐ 。,meter,メートル,0,长=cháng; 一=yì
content:ddc5a12a-089a-5569-87a8-420ba60a99ba,a01eeb4da8f946acefa5aa05bc6712eb2f775fb13d50b8eceb4c4e15160c6205,learning,word,米,fdae1ab4-5aa5-5570-9ed7-1d33066ca3b6,example,两米,liǎng mǐ,two meters,二メートル,0,
content:ddc5a12a-089a-5569-87a8-420ba60a99ba,a01eeb4da8f946acefa5aa05bc6712eb2f775fb13d50b8eceb4c4e15160c6205,learning,word,米,d94db5e1-e898-5cbe-af42-746c2da1ceef,example,这根绳子长两米。,zhè gēn shéng zi cháng liǎng mǐ 。,This rope is two meters long.,このひもは長さが二メートルです。,0,长=cháng
content:a50c48ac-e5b7-5a38-abcb-1c9a52e0033d,ab6459121df10d436500f628d8459788719abd576d49d9efad511b8c28943538,learning,word,千米,bbd68c96-ec7f-5f94-baf8-089235293cb4,headword,千米,qiān mǐ,kilometer,キロメートル,0,
content:a50c48ac-e5b7-5a38-abcb-1c9a52e0033d,ab6459121df10d436500f628d8459788719abd576d49d9efad511b8c28943538,learning,word,千米,17a92ca9-92d6-52b1-979d-f31e261ab72a,definition,长度单位，也叫公里。,cháng dù dān wèi ， yě jiào gōng lǐ 。,kilometer,キロメートル,0,长=cháng
content:a50c48ac-e5b7-5a38-abcb-1c9a52e0033d,ab6459121df10d436500f628d8459788719abd576d49d9efad511b8c28943538,learning,word,千米,e92d7f8f-10e9-56a4-b3fb-6c9715652505,example,三千米,sān qiān mǐ,three kilometers,三キロメートル,0,
content:a50c48ac-e5b7-5a38-abcb-1c9a52e0033d,ab6459121df10d436500f628d8459788719abd576d49d9efad511b8c28943538,learning,word,千米,06827a20-b44b-577d-ae22-fee3c4ca0278,example,学校离我家三千米。,xué xiào lí wǒ jiā sān qiān mǐ 。,The school is three kilometers from my home.,学校は私の家から三キロメートル離れています。,0,
content:1df65b1c-7804-5310-aae5-ceb25f6169ab,f9ba1cf36a25fcd3cdfbfc3fbcf0abd2869e8d0997a2aa5ec93583e47aeadad5,learning,word,公里,4df55e3a-eaf6-5b2a-8b85-0f50a10c4336,headword,公里,gōng lǐ,kilometer,キロメートル,0,
content:1df65b1c-7804-5310-aae5-ceb25f6169ab,f9ba1cf36a25fcd3cdfbfc3fbcf0abd2869e8d0997a2aa5ec93583e47aeadad5,learning,word,公里,71a217c6-3e20-5778-aed6-42b3bc568328,definition,长度单位。公里就是千米。,cháng dù dān wèi 。 gōng lǐ jiù shì qiān mǐ 。,kilometer,キロメートル,0,长=cháng
content:1df65b1c-7804-5310-aae5-ceb25f6169ab,f9ba1cf36a25fcd3cdfbfc3fbcf0abd2869e8d0997a2aa5ec93583e47aeadad5,learning,word,公里,532a25d2-5b5a-5ab2-ab3c-b1eb89cf4f43,example,两公里,liǎng gōng lǐ,two kilometers,二キロメートル,0,
content:1df65b1c-7804-5310-aae5-ceb25f6169ab,f9ba1cf36a25fcd3cdfbfc3fbcf0abd2869e8d0997a2aa5ec93583e47aeadad5,learning,word,公里,1290df09-3076-580f-90b5-c44046fddcb9,example,我们走了两公里。,wǒ men zǒu le liǎng gōng lǐ 。,We walked two kilometers.,私たちは二キロメートル歩きました。,0,
content:68ef920d-d33c-51de-9094-7dcd04d7792d,a125d2c832ccb2d4d7a7f844488b22ce10c7da24ea0b2a66fbcbb0667caa9069,learning,word,盐,aebbef54-87b0-52e9-8331-f20b10c74885,headword,盐,yán,salt,塩,0,
content:68ef920d-d33c-51de-9094-7dcd04d7792d,a125d2c832ccb2d4d7a7f844488b22ce10c7da24ea0b2a66fbcbb0667caa9069,learning,word,盐,9f1d46e5-f775-5690-a6e7-da5c5e70ce56,definition,有咸味的调味品。,yǒu xián wèi de tiáo wèi pǐn 。,salt,塩,0,调=tiáo
content:68ef920d-d33c-51de-9094-7dcd04d7792d,a125d2c832ccb2d4d7a7f844488b22ce10c7da24ea0b2a66fbcbb0667caa9069,learning,word,盐,2adeb00f-d34c-5577-9135-d0a3a5cf1546,example,一勺盐,yì sháo yán,a spoonful of salt,塩をスプーン一杯,0,一=yì
content:68ef920d-d33c-51de-9094-7dcd04d7792d,a125d2c832ccb2d4d7a7f844488b22ce10c7da24ea0b2a66fbcbb0667caa9069,learning,word,盐,26c545c6-cc76-563b-9f82-dd761cfe17cd,example,汤里放一点盐。,tāng lǐ fàng yì diǎn yán 。,Add a little salt to the soup.,スープに塩を少し入れます。,0,一=yì
content:fdae8144-b03c-5afa-a598-2aca3bb9feea,14d9747a631f2ee173508e1418deb572213fc9e63628bf7f7b3ee81d2a6df02f,learning,word,糖,60abb854-608e-5b85-95c3-07f5ce727cdf,headword,糖,táng,sugar,砂糖,0,
content:fdae8144-b03c-5afa-a598-2aca3bb9feea,14d9747a631f2ee173508e1418deb572213fc9e63628bf7f7b3ee81d2a6df02f,learning,word,糖,53251bfb-acac-599a-ac96-fb722e407c24,definition,有甜味的食品，也可用来调味。,yǒu tián wèi de shí pǐn ， yě kě yòng lái tiáo wèi 。,sugar,砂糖,0,调=tiáo
content:fdae8144-b03c-5afa-a598-2aca3bb9feea,14d9747a631f2ee173508e1418deb572213fc9e63628bf7f7b3ee81d2a6df02f,learning,word,糖,4abf8d9d-e189-54e1-8f1f-9376a92f29c5,example,一勺糖,yì sháo táng,a spoonful of sugar,砂糖をスプーン一杯,0,一=yì
content:fdae8144-b03c-5afa-a598-2aca3bb9feea,14d9747a631f2ee173508e1418deb572213fc9e63628bf7f7b3ee81d2a6df02f,learning,word,糖,e84d9de4-bd62-504d-93c6-96e12962bace,example,我在牛奶里加了一点糖。,wǒ zài niú nǎi lǐ jiā le yì diǎn táng 。,I added a little sugar to the milk.,私は牛乳に砂糖を少し入れました。,0,一=yì
content:ae05792f-a9c9-54c5-ac04-7bd079f147b2,35b7849b3dadc8cabf88e91941d2fd98f313569e0da03062ed6ef8b765343872,learning,word,酱油,01e92972-1bc3-5cd5-95d3-a3b9a6aa96fe,headword,酱油,jiàng yóu,soy sauce,醤油,0,
content:ae05792f-a9c9-54c5-ac04-7bd079f147b2,35b7849b3dadc8cabf88e91941d2fd98f313569e0da03062ed6ef8b765343872,learning,word,酱油,043b8ba0-3648-56ae-ac91-bb8614452c33,definition,用大豆等原料酿制的咸味调味汁。,yòng dà dòu děng yuán liào niàng zhì de xián wèi tiáo wèi zhī 。,soy sauce,醤油,0,调=tiáo
content:ae05792f-a9c9-54c5-ac04-7bd079f147b2,35b7849b3dadc8cabf88e91941d2fd98f313569e0da03062ed6ef8b765343872,learning,word,酱油,899fbac7-e045-5570-85ed-f2cd44408795,example,一瓶酱油,yì píng jiàng yóu,a bottle of soy sauce,醤油一本,0,一=yì
content:ae05792f-a9c9-54c5-ac04-7bd079f147b2,35b7849b3dadc8cabf88e91941d2fd98f313569e0da03062ed6ef8b765343872,learning,word,酱油,bd754d19-39bf-52b7-b5e0-cb69a2d3d718,example,炒菜时可以加一点酱油。,chǎo cài shí kě yǐ jiā yì diǎn jiàng yóu 。,You can add a little soy sauce when stir-frying.,炒め物をするときに醤油を少し加えられます。,0,一=yì
content:93af7237-84da-5b64-a290-ced81fa3a752,60b51921a356fc89c0943ace3babb9cc954752f0ff119d2c8feb8aced9e1851d,learning,word,醋,c0134273-bbac-5996-895a-9c52adc2db24,headword,醋,cù,vinegar,酢,0,
content:93af7237-84da-5b64-a290-ced81fa3a752,60b51921a356fc89c0943ace3babb9cc954752f0ff119d2c8feb8aced9e1851d,learning,word,醋,c523a03f-ed87-53d8-8f62-83f28f811b11,definition,带酸味的液体调味品。,dài suān wèi de yè tǐ tiáo wèi pǐn 。,vinegar,酢,0,调=tiáo
content:93af7237-84da-5b64-a290-ced81fa3a752,60b51921a356fc89c0943ace3babb9cc954752f0ff119d2c8feb8aced9e1851d,learning,word,醋,5aac885e-bea1-5f7c-b27a-6a0dd1409a3c,example,一瓶醋,yì píng cù,a bottle of vinegar,酢一本,0,一=yì
content:93af7237-84da-5b64-a290-ced81fa3a752,60b51921a356fc89c0943ace3babb9cc954752f0ff119d2c8feb8aced9e1851d,learning,word,醋,c49b215b-caa9-5057-96fc-3fbc3f3689f0,example,我吃饺子时喜欢蘸醋。,wǒ chī jiǎo zi shí xǐ huan zhàn cù 。,I like dipping dumplings in vinegar.,私は餃子に酢をつけて食べるのが好きです。,0,
content:61ddba2d-e5f6-5af2-baa6-49a9c9ec6d76,5482b3ae6315ac06c7b82f56e73f27a37dd210ec04b43e11675234aedc57e74d,learning,word,食用油,5b77ed1c-c9d5-519d-bc43-eb8819fc1e13,headword,食用油,shí yòng yóu,cooking oil,食用油,0,
content:61ddba2d-e5f6-5af2-baa6-49a9c9ec6d76,5482b3ae6315ac06c7b82f56e73f27a37dd210ec04b43e11675234aedc57e74d,learning,word,食用油,a6a38bda-08a7-5b53-bf76-3090ce971988,definition,可以用来烹调食物的油。,kě yǐ yòng lái pēng tiáo shí wù de yóu 。,cooking oil,食用油,0,调=tiáo
content:61ddba2d-e5f6-5af2-baa6-49a9c9ec6d76,5482b3ae6315ac06c7b82f56e73f27a37dd210ec04b43e11675234aedc57e74d,learning,word,食用油,51cb4bb6-bb6b-51f6-8f7e-fedd0badf349,example,一瓶食用油,yì píng shí yòng yóu,a bottle of cooking oil,食用油一本,0,一=yì
content:61ddba2d-e5f6-5af2-baa6-49a9c9ec6d76,5482b3ae6315ac06c7b82f56e73f27a37dd210ec04b43e11675234aedc57e74d,learning,word,食用油,7794ded9-b8ff-5d04-8c6a-dec3c167fe83,example,炒菜需要食用油。,chǎo cài xū yào shí yòng yóu 。,Cooking oil is needed for stir-frying.,炒め物には食用油が必要です。,0,
content:94c42787-2787-5387-b29a-6e570128bb34,8904ba52ca3c820f47c2e9cdc0efb8e8ed096bf01616bc034612b31bb5e5ed77,learning,word,香油,95e2193b-6834-59ca-bb33-07fa49ed570d,headword,香油,xiāng yóu,sesame oil,ごま油,0,
content:94c42787-2787-5387-b29a-6e570128bb34,8904ba52ca3c820f47c2e9cdc0efb8e8ed096bf01616bc034612b31bb5e5ed77,learning,word,香油,c77812ce-dd75-52c6-93ba-d9540f819d68,definition,通常指用芝麻制成的油。,tōng cháng zhǐ yòng zhī ma zhì chéng de yóu 。,sesame oil,ごま油,0,
content:94c42787-2787-5387-b29a-6e570128bb34,8904ba52ca3c820f47c2e9cdc0efb8e8ed096bf01616bc034612b31bb5e5ed77,learning,word,香油,e02f9e08-121e-51d7-a6b5-628b51385c43,example,一瓶香油,yì píng xiāng yóu,a bottle of sesame oil,ごま油一本,0,一=yì
content:94c42787-2787-5387-b29a-6e570128bb34,8904ba52ca3c820f47c2e9cdc0efb8e8ed096bf01616bc034612b31bb5e5ed77,learning,word,香油,e5dae7b4-f513-5fcd-b38c-ecc1c1c5a4fe,example,汤里加几滴香油。,tāng lǐ jiā jǐ dī xiāng yóu 。,Add a few drops of sesame oil to the soup.,スープにごま油を数滴加えます。,0,
content:eb3959f8-000c-524a-8ce3-b6c96f994bf0,7edc4c24f8cc2d1fc22e2ad6d08b84e32903ac002f9934d9df0938aa3e7f38a8,learning,word,胡椒粉,3cfb03db-f867-5bc5-bcec-09d3548e1ba2,headword,胡椒粉,hú jiāo fěn,ground pepper,こしょう,0,
content:eb3959f8-000c-524a-8ce3-b6c96f994bf0,7edc4c24f8cc2d1fc22e2ad6d08b84e32903ac002f9934d9df0938aa3e7f38a8,learning,word,胡椒粉,1d23a3f1-812f-52f2-8157-2d3bb78575ab,definition,用胡椒磨成的调味粉。,yòng hú jiāo mó chéng de tiáo wèi fěn 。,ground pepper,こしょう,0,调=tiáo
content:eb3959f8-000c-524a-8ce3-b6c96f994bf0,7edc4c24f8cc2d1fc22e2ad6d08b84e32903ac002f9934d9df0938aa3e7f38a8,learning,word,胡椒粉,82e67588-e4e2-5a41-a6f9-b6395c210068,example,一瓶胡椒粉,yì píng hú jiāo fěn,a bottle of ground pepper,こしょう一瓶,0,一=yì
content:eb3959f8-000c-524a-8ce3-b6c96f994bf0,7edc4c24f8cc2d1fc22e2ad6d08b84e32903ac002f9934d9df0938aa3e7f38a8,learning,word,胡椒粉,89549524-903c-5462-bea9-ff0e69068724,example,我在汤里撒了一点胡椒粉。,wǒ zài tāng lǐ sǎ le yì diǎn hú jiāo fěn 。,I sprinkled a little pepper into the soup.,私はスープにこしょうを少し振り入れました。,0,一=yì
content:103cb2fd-df50-5ea4-88b2-7ec1264390f7,d52d6ba4586f655c0ddb27cbdd2ca9e76ca5140d885ff6fa971c9af7a8fbcc8b,learning,word,花椒,6ec4d67f-f58d-5057-9e80-fa1ca1faa9ca,headword,花椒,huā jiāo,Sichuan pepper,花椒（ホアジャオ）,0,
content:103cb2fd-df50-5ea4-88b2-7ec1264390f7,d52d6ba4586f655c0ddb27cbdd2ca9e76ca5140d885ff6fa971c9af7a8fbcc8b,learning,word,花椒,b6c14885-b8d5-5367-914b-586b600622d5,definition,带香味和麻味的香料。,dài xiāng wèi hé má wèi de xiāng liào 。,Sichuan pepper,花椒（ホアジャオ）,0,
content:103cb2fd-df50-5ea4-88b2-7ec1264390f7,d52d6ba4586f655c0ddb27cbdd2ca9e76ca5140d885ff6fa971c9af7a8fbcc8b,learning,word,花椒,378de216-8b4f-501c-940a-d391fc8a6ee0,example,一包花椒,yì bāo huā jiāo,a packet of Sichuan pepper,花椒一袋,0,一=yì
content:103cb2fd-df50-5ea4-88b2-7ec1264390f7,d52d6ba4586f655c0ddb27cbdd2ca9e76ca5140d885ff6fa971c9af7a8fbcc8b,learning,word,花椒,c7e21d04-b304-5abd-b370-ab6f6bc19228,example,这道菜放了花椒，吃起来有点麻。,zhè dào cài fàng le huā jiāo ， chī qǐ lái yǒu diǎn má 。,This dish contains Sichuan pepper and tastes slightly numbing.,この料理には花椒が入っていて、食べると少し舌がしびれます。,0,
content:602a6d36-d506-5a3f-ab03-5c302dee4945,8004e9087cb3f47a9731795cd1b37f9cecb26f0e7a55e9aeedb0a996bf98ff62,learning,word,八角,d668bfcd-288a-5820-ad32-4f0dbedba9df,headword,八角,bā jiǎo,star anise,八角（スターアニス）,0,
content:602a6d36-d506-5a3f-ab03-5c302dee4945,8004e9087cb3f47a9731795cd1b37f9cecb26f0e7a55e9aeedb0a996bf98ff62,learning,word,八角,86cdaf15-a7a4-5ee7-b71f-7a604abe48b4,definition,形状像星星的一种香料。,xíng zhuàng xiàng xīng xing de yì zhǒng xiāng liào 。,star anise,八角（スターアニス）,0,一=yì
content:602a6d36-d506-5a3f-ab03-5c302dee4945,8004e9087cb3f47a9731795cd1b37f9cecb26f0e7a55e9aeedb0a996bf98ff62,learning,word,八角,1debe771-82bc-5311-9fd1-6389438faf31,example,一颗八角,yì kē bā jiǎo,one star anise pod,八角一個,0,一=yì
content:602a6d36-d506-5a3f-ab03-5c302dee4945,8004e9087cb3f47a9731795cd1b37f9cecb26f0e7a55e9aeedb0a996bf98ff62,learning,word,八角,85095627-17cb-52dd-97a7-5ea08e30d8af,example,炖肉时可以放一颗八角。,dùn ròu shí kě yǐ fàng yì kē bā jiǎo 。,You can add one star anise pod when stewing meat.,肉を煮込むときに八角を一個入れられます。,0,一=yì
content:be697bf8-8390-56db-ab11-56bed07da11f,009237a7aee85c874816b8d7a375e58969c34bcbf4a826319ca18617b500fb80,learning,word,料酒,90577713-3041-5ce1-90fb-e052fc7d2b74,headword,料酒,liào jiǔ,cooking wine,料理酒,0,
content:be697bf8-8390-56db-ab11-56bed07da11f,009237a7aee85c874816b8d7a375e58969c34bcbf4a826319ca18617b500fb80,learning,word,料酒,cef1e01b-a9c4-54fc-9ef2-122a4da55d5e,definition,烹调时用来去腥和增香的酒。,pēng tiáo shí yòng lái qù xīng hé zēng xiāng de jiǔ 。,cooking wine,料理酒,0,调=tiáo
content:be697bf8-8390-56db-ab11-56bed07da11f,009237a7aee85c874816b8d7a375e58969c34bcbf4a826319ca18617b500fb80,learning,word,料酒,953838a0-e5ba-57b5-a4c5-1764b7575733,example,一瓶料酒,yì píng liào jiǔ,a bottle of cooking wine,料理酒一本,0,一=yì
content:be697bf8-8390-56db-ab11-56bed07da11f,009237a7aee85c874816b8d7a375e58969c34bcbf4a826319ca18617b500fb80,learning,word,料酒,98e032b3-d0ef-5555-aae7-61fcdc4ccc7f,example,做鱼时可以加一点料酒。,zuò yú shí kě yǐ jiā yì diǎn liào jiǔ 。,You can add a little cooking wine when preparing fish.,魚を料理するときに料理酒を少し加えられます。,0,一=yì
content:dca58080-60bc-5de7-9e90-fcac178a2e61,758ffb0648a07daa56995981a4c343ea87985b611784c6b8683844267f4016f5,learning,word,蚝油,4042c566-2885-5785-96d7-53920d32db5f,headword,蚝油,háo yóu,oyster sauce,オイスターソース,0,
content:dca58080-60bc-5de7-9e90-fcac178a2e61,758ffb0648a07daa56995981a4c343ea87985b611784c6b8683844267f4016f5,learning,word,蚝油,6aa92417-c1a9-56b7-8450-bde3da41cac6,definition,用牡蛎等原料制成的鲜味调味汁。,yòng mǔ lì děng yuán liào zhì chéng de xiān wèi tiáo wèi zhī 。,oyster sauce,オイスターソース,0,调=tiáo
content:dca58080-60bc-5de7-9e90-fcac178a2e61,758ffb0648a07daa56995981a4c343ea87985b611784c6b8683844267f4016f5,learning,word,蚝油,bc89bda1-d8a3-5b78-9849-5f837e361a16,example,一瓶蚝油,yì píng háo yóu,a bottle of oyster sauce,オイスターソース一本,0,一=yì
content:dca58080-60bc-5de7-9e90-fcac178a2e61,758ffb0648a07daa56995981a4c343ea87985b611784c6b8683844267f4016f5,learning,word,蚝油,9c6cdb70-972b-5eba-a745-37740b152aae,example,炒青菜时加一点蚝油。,chǎo qīng cài shí jiā yì diǎn háo yóu 。,Add a little oyster sauce when stir-frying greens.,青菜を炒めるときにオイスターソースを少し加えます。,0,一=yì
content:374f9d52-cff6-5649-8043-f12049c9cedb,cf965f506479cd1f505b86c7cc7c3b7b9767bf91a5e241863fd310ec0855ae24,learning,word,辣椒酱,b166540d-7507-5dfb-a454-73e2bd2e765e,headword,辣椒酱,là jiāo jiàng,chili sauce,チリソース,0,
content:374f9d52-cff6-5649-8043-f12049c9cedb,cf965f506479cd1f505b86c7cc7c3b7b9767bf91a5e241863fd310ec0855ae24,learning,word,辣椒酱,05287731-9be9-5d2b-ba34-07d0fd173e21,definition,用辣椒等原料制成的酱。,yòng là jiāo děng yuán liào zhì chéng de jiàng 。,chili sauce,チリソース,0,
content:374f9d52-cff6-5649-8043-f12049c9cedb,cf965f506479cd1f505b86c7cc7c3b7b9767bf91a5e241863fd310ec0855ae24,learning,word,辣椒酱,b48a59c6-fb36-599f-8bab-8852d9cdaea6,example,一瓶辣椒酱,yì píng là jiāo jiàng,a jar of chili sauce,チリソース一瓶,0,一=yì
content:374f9d52-cff6-5649-8043-f12049c9cedb,cf965f506479cd1f505b86c7cc7c3b7b9767bf91a5e241863fd310ec0855ae24,learning,word,辣椒酱,fa01290b-c9e2-5101-891c-e2699481b574,example,这瓶辣椒酱很辣。,zhè píng là jiāo jiàng hěn là 。,This chili sauce is very spicy.,このチリソースはとても辛いです。,0,
content:685e6948-1e6a-5f7d-8fbe-8e054e6d8864,5da25a4e5dc3499827c7df5c3101516970d060a74ac4ac65981cc818094bf231,learning,word,锅,5dcc144f-9097-5036-86b0-1bb64f70aa61,headword,锅,guō,pot or pan,鍋,0,
content:685e6948-1e6a-5f7d-8fbe-8e054e6d8864,5da25a4e5dc3499827c7df5c3101516970d060a74ac4ac65981cc818094bf231,learning,word,锅,06e53ec9-2260-53ab-a92f-aabe188545ae,definition,用来煮、炒等烹调食物的器具。,yòng lái zhǔ 、 chǎo děng pēng tiáo shí wù de qì jù 。,pot or pan,鍋,0,调=tiáo
content:685e6948-1e6a-5f7d-8fbe-8e054e6d8864,5da25a4e5dc3499827c7df5c3101516970d060a74ac4ac65981cc818094bf231,learning,word,锅,7579571e-2dd3-5ffa-aef2-2f13a2f6b924,example,一口锅,yì kǒu guō,one pot,鍋一つ,0,一=yì
content:685e6948-1e6a-5f7d-8fbe-8e054e6d8864,5da25a4e5dc3499827c7df5c3101516970d060a74ac4ac65981cc818094bf231,learning,word,锅,06438644-0328-5def-8dbb-8cc6af75d412,example,我用锅煮汤。,wǒ yòng guō zhǔ tāng 。,I use a pot to make soup.,私は鍋でスープを作ります。,0,
content:ce123457-6c2a-5972-a1dd-1bbb9cb6a8ac,235dcc8ec1f4de5ac37c54350a5b406ddf4f1705c73a0a249b79b5e487cfe63f,learning,word,平底锅,ec8d5b62-e702-50cf-8cf0-f8372ca2708a,headword,平底锅,píng dǐ guō,frying pan,フライパン,0,
content:ce123457-6c2a-5972-a1dd-1bbb9cb6a8ac,235dcc8ec1f4de5ac37c54350a5b406ddf4f1705c73a0a249b79b5e487cfe63f,learning,word,平底锅,81934f06-7c2c-581f-a4e0-a393564f3965,definition,底部平坦，常用来煎食物的锅。,dǐ bù píng tǎn ， cháng yòng lái jiān shí wù de guō 。,frying pan,フライパン,0,
content:ce123457-6c2a-5972-a1dd-1bbb9cb6a8ac,235dcc8ec1f4de5ac37c54350a5b406ddf4f1705c73a0a249b79b5e487cfe63f,learning,word,平底锅,f85e2d85-3f07-5666-84e4-68bc1ff574f5,example,一个平底锅,yí gè píng dǐ guō,one frying pan,フライパン一つ,0,一=yí
content:ce123457-6c2a-5972-a1dd-1bbb9cb6a8ac,235dcc8ec1f4de5ac37c54350a5b406ddf4f1705c73a0a249b79b5e487cfe63f,learning,word,平底锅,f830f41c-b910-55dd-ba47-a4c2e1a466e5,example,我用平底锅煎鸡蛋。,wǒ yòng píng dǐ guō jiān jī dàn 。,I fry eggs in a frying pan.,私はフライパンで卵を焼きます。,0,
content:3299c64a-2e60-5565-8023-7430be31cdf2,8c84a4340b0132c551bc5ff74153c711f21fc9a415e735891ba8509789dc236e,learning,word,菜刀,a669f988-95c4-5c65-852b-e24f5a1edc85,headword,菜刀,cài dāo,kitchen knife,包丁,0,
content:3299c64a-2e60-5565-8023-7430be31cdf2,8c84a4340b0132c551bc5ff74153c711f21fc9a415e735891ba8509789dc236e,learning,word,菜刀,9ee5cb3e-f405-5111-b075-117d6ef65849,definition,厨房里用来切食材的刀。,chú fáng lǐ yòng lái qiē shí cái de dāo 。,kitchen knife,包丁,0,
content:3299c64a-2e60-5565-8023-7430be31cdf2,8c84a4340b0132c551bc5ff74153c711f21fc9a415e735891ba8509789dc236e,learning,word,菜刀,2c9c0ba7-dc9a-593b-a84a-3cde3afb8376,example,一把菜刀,yì bǎ cài dāo,one kitchen knife,包丁一本,0,一=yì
content:3299c64a-2e60-5565-8023-7430be31cdf2,8c84a4340b0132c551bc5ff74153c711f21fc9a415e735891ba8509789dc236e,learning,word,菜刀,e00bdc69-1b24-5274-93eb-1ca1a5e29b02,example,妈妈用菜刀切菜。,mā ma yòng cài dāo qiē cài 。,Mom cuts vegetables with a kitchen knife.,お母さんは包丁で野菜を切ります。,0,
content:9cc9bc9b-8a9f-59fe-839d-abc66cdd3f11,aa153f2b9e612d762f4d780b9650d5a2e8df1ff685e90a5236b555df577a9a65,learning,word,砧板,0fd731c2-0280-5c5a-8ee7-1ce920a94687,headword,砧板,zhēn bǎn,cutting board,まな板,0,
