testId,category,requirements,title,precondition,steps,expected,level,platforms,priority,status,evidence
HM-T114,分享备份与恢复,R13;R15;R16,提交后崩溃,已构建对应模块；使用独立测试资料，不覆盖真实用户库,收据COMMIT后、外部日志更新前终止进程,以收据为准识别成功，不错误回滚新数据,集成+安全,iOS;Android;Windows,P0,NOT RUN,
HM-T115,分享备份与恢复,R13;R15;R16,路径穿越与重复,已构建对应模块；使用独立测试资料，不覆盖真实用户库,导入含../、盘符、符号链接或大小写重复路径的包,写正式目录前安全拒绝,集成+安全,iOS;Android;Windows,P0,NOT RUN,
HM-T116,分享备份与恢复,R13;R15;R16,资源与JSON攻击,已构建对应模块；使用独立测试资料，不覆盖真实用户库,导入过量entry、展开超限、深层JSON或重复属性包,流式限额和严格解析拒绝，不耗尽内存或写坏库,集成+安全,iOS;Android;Windows,P0,NOT RUN,
HM-T117,分享备份与恢复,R13;R15;R16,目录版本差异,已构建对应模块；使用独立测试资料，不覆盖真实用户库,恢复有内置快照但本机目录版本不同的包,保留可读快照和音轨关联，缺目录音频准确说明,集成+安全,iOS;Android;Windows,P0,NOT RUN,
HM-T118,分享备份与恢复,R13;R15;R16,音频去重与引用,已构建对应模块；使用独立测试资料，不覆盖真实用户库,同一文件多绑定，删除其中一项后清理,不误删其他绑定/导出租约仍使用的物理文件,集成+安全,iOS;Android;Windows,P0,NOT RUN,
HM-T119,平台交付与可靠性,R01;R13;R14;R16,iOS到Android迁移,已构建对应模块；使用独立测试资料，不覆盖真实用户库,iOS导出基准完整包并在Android恢复试听,设置、收藏、正文、锁定音和用户音频一致,端到端,iOS;Android;Windows,P0,NOT RUN,
HM-T120,平台交付与可靠性,R01;R13;R14;R16,Android到iOS迁移,已构建对应模块；使用独立测试资料，不覆盖真实用户库,Android导出基准完整包并在iOS恢复试听,关联完整，无旧路径或设备语音ID依赖,端到端,iOS;Android;Windows,P0,NOT RUN,
HM-T121,平台交付与可靠性,R01;R13;R14;R16,iOS到Windows迁移,已构建对应模块；使用独立测试资料，不覆盖真实用户库,iOS导出并在Windows恢复，窗口内打开学习,内容、读音、收藏和实际音频可用,端到端,iOS;Android;Windows,P0,NOT RUN,
HM-T122,平台交付与可靠性,R01;R13;R14;R16,Windows到iOS迁移,已构建对应模块；使用独立测试资料，不覆盖真实用户库,Windows导出并在iOS文件选择恢复,字符范围、文件名与权限处理正确,端到端,iOS;Android;Windows,P0,NOT RUN,
HM-T123,平台交付与可靠性,R01;R13;R14;R16,Android到Windows迁移,已构建对应模块；使用独立测试资料，不覆盖真实用户库,Android导出并在Windows恢复,内容和音频一致，无大小写路径冲突,端到端,iOS;Android;Windows,P0,NOT RUN,
HM-T124,平台交付与可靠性,R01;R13;R14;R16,Windows到Android迁移,已构建对应模块；使用独立测试资料，不覆盖真实用户库,Windows导出并在Android恢复,通过流读取，无Windows绝对路径残留,端到端,iOS;Android;Windows,P0,NOT RUN,
HM-T125,平台交付与可靠性,R01;R13;R14;R16,飞行模式闭环,已构建对应模块；使用独立测试资料，不覆盖真实用户库,断网浏览、搜索、导入TXT、自动注音、改音并播放本地音频,核心本地能力可用，不暗接云服务,端到端,iOS;Android;Windows,P0,NOT RUN,
HM-T126,平台交付与可靠性,R01;R13;R14;R16,数据库升级回归,已构建对应模块；使用独立测试资料，不覆盖真实用户库,用含用户资料的旧支持schema升级到新版本,迁移失败回滚，成功后原校正/收藏/音频不丢,端到端,iOS;Android;Windows,P0,NOT RUN,
HM-T127,平台交付与可靠性,R01;R13;R14;R16,搜索性能口径,已构建对应模块；使用独立测试资料，不覆盖真实用户库,10k词条在参考设备Release重复测量,报真实P50/P95与样本；P95目标≤200ms且明确不含防抖,端到端,iOS;Android;Windows,P0,NOT RUN,
HM-T128,平台交付与可靠性,R01;R13;R14;R16,满磁盘及重复操作,已构建对应模块；使用独立测试资料，不覆盖真实用户库,限制磁盘并反复打开关闭读录音与导入,原资料保持、错误真实、无持续句柄或文件泄漏,端到端,iOS;Android;Windows,P0,NOT RUN,
HM-T129,语法与命名,R17;R02,正式品牌一致,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,依次切换三种UI，查看主标题、关于、导出来源说明,中文名汉语小伴，英文HanMate；不再出现暂定工程代号,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T130,语法与命名,R06;R07;R18,四类型与预置语法,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,切换词语、课文、语法、诗词；打开语法样例,四类均有真实持久数据和详情；草稿素材不伪称正式审核,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T131,语法与命名,R03;R18,中文语法说明保留,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,在语法页切中文、日文、英文,中文说明/句型/拼音不改，辅助译文按选择显示，中文不留空白,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T132,语法与命名,R18,语法引用合法性,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,导入含跨内容或错误role unitId的grammar,导入前拒绝GRAMMAR_REFERENCE_INVALID，正式数据不变,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T133,语法与命名,R18;R16,句型占位符不误读,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,点击句型结构并播放例句，检查实际音源请求,不会把主语/地点/+作为例句交给TTS；音频target指向真实unit,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T134,语法与命名,R08;R18,语法例句整句播放,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,点击含逗号的一条例句,整句朗读后停止，不沿用课文点段规则只读半句,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T135,语法与命名,R15;R18,语法人工校正持久,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,修改例句拼音锁定，重注音，保存重启,同一出现位置保留锁定校正，其他说明例句不串改,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T136,语法与命名,R18;R19,个人语法创建编辑,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,新建句型、说明、一条例句，保存并修改标题,真实持久化，title变化不使未变例句录音失效,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T137,语法与命名,R11;R18;R19,语法收藏删除保护,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,收藏资源语法并绑定用户录音，再卸载源包,收藏可打开retained快照、录音不丢，正常学习列表撤下,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T138,语法与命名,R06;R18,语法分类筛选,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,组合场景/难度/学段筛选后清除,同维度OR跨维度AND，未标学段不当小学，返回保留筛选,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T139,语法与命名,R18;R21,语法内容包往返,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,分享有校正的完整语法点到新库,句型、说明、例句、所有unit引用与校正完整可编辑,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T140,语法与命名,R14;R18,TXT转语法草稿,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,导入普通TXT并选择语法，不补句型或例句即提交,原文进入说明草稿可保留；不伪造结构，不完整时拒绝正式提交,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T141,内容资源生命周期,R19;R22,本地学习包安装,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,导入含四种内容的合法资源包并重启；在基础文本安装阶段选择含音频包,包登记、版本、内容映射、音频及索引一致，无需网络；音频能力未完成时整包拒绝，不允许删去音轨后标安装成功,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T142,内容资源生命周期,R19,同包重复安装,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,同一resourceId/version/语义包导入两次,不重复内容、索引或音轨；收据可追溯,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T143,内容资源生命周期,R19,同版本不同载荷,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,修改同资源同版本的正文并重算清单后尝试安装,拒绝RESOURCE_VERSION_COLLISION，旧版完整保留,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T144,内容资源生命周期,R19;R20,资源身份和类型保护,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,用字典类型更新学习包，或外包冒用内置保留ID,拒绝种类改变和受保护ID碰撞，不凭publisher字段授权,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T145,内容资源生命周期,R19,禁用与卸载区别,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,禁用学习资源再启用，并检查空间显示,列表/搜索立即更新；禁用不宣称已释放文件空间，收藏仍可读,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T146,内容资源生命周期,R19,资源单条撤下持久,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,撤下某一资源词语/课文/语法/诗词并重启,该entry普通列表不可见，其余条目正常，撤下标记持久,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T147,内容资源生命周期,R19,更新不复活撤下项,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,撤下entry后安装更高资源版本,同entry仍被撤下，其他更新显示，个人副本不被覆盖,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T148,内容资源生命周期,R11;R16;R19,卸载引用保护,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,收藏条目且有用户音轨，预览后默认卸载；另含被四声例词与高亮引用的条目,受引用内容快照和目标ID保留，用户音频不被级联删除；教学入口仍可读取例词/正确高亮/审核音源，普通列表撤下，保留占用可解释,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T149,内容资源生命周期,R19,资源删除不伤个人副本,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,复制资源内容为个人版并修改，再卸载源包,个人原文/校正/音轨保持；资源新版本不覆盖该副本,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T150,内容资源生命周期,R13;R19,资源事务失败恢复,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,在安装文件后/SQLite提交前注入错误和磁盘不足,旧资源/查询完整，新孤立文件可清理，无半安装成功状态,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T151,内容资源生命周期,R22,未来下载边界,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,飞行模式安装本地资源，检查依赖和网络日志,统一安装服务可用，无账户/商城/下载服务器前置和隐性网络请求,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T152,内容资源生命周期,R19,重装和恢复条目,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,卸载后重装相同资源，恢复特定撤下项；卸载随附包后重启并模拟应用目录升级，再显式重装,同版复用正确身份和依赖，不生成重复收藏；仅恢复选中entry；启动/升级不自动复装，重装比较只规范化 retained 所有权标签并校验原身份，撤下偏好保留,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T153,字典管理,R20,字典本地安装,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,从P14导入合法handict，汉字/拼音查询,资源登记正确，词条带来源，kind均为word,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T154,字典管理,R10;R20,字典启停生效,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,查询一个仅此字典有的词，禁用后继续查询再启用,禁用候选消失、启用恢复，开关写入失败不假生效,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T155,字典管理,R14;R15;R20,最后字典卸载与注音隔离,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,卸载所有查询字典，导入新文本并查看既有锁定拼音,基础自动注音正常，锁定校正不丢，个人学习词仍可查,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T156,字典管理,R10;R20,多字典优先级持久,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,调整两个字典顺序、重启、查相同精确词,同匹配层级按持久来源顺序，不随机变化,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T157,字典管理,R10;R20,同字不同音义保留,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,安装两个含不同读音/定义的同字词条来源,独立身份/来源可见，不把定义或音轨混合覆盖,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T158,字典管理,R20,字典拒绝非词条,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,将grammar内容装入dictionary描述并校验,Schema/业务验证拒绝，数据库约束辅助防护，不半安装,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T159,字典管理,R10;R20,来源改变丢弃旧查询,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,发起慢查询和分页后禁用其字典,旧query/epoch结果不能回写，旧游标提示重查,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T160,字典管理,R11;R16;R20,字典卸载保留收藏录音,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,收藏并录音某字典词条，然后卸载字典,收藏打开只读历史来源，自己的音轨可用，不参与普通搜索,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T161,字典管理,R10;R20,匹配等级优先来源,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,高优先级字典只有包含命中，低优先级有精确命中,精确命中仍在前，来源优先级不越过语义等级,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T162,字典管理,R13;R20,字典设置离线恢复,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,备份有启停/优先级/撤下的多个许可允许字典到新库,来源数据与用户管理状态一致，查询结果可复现,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T163,字典管理,R03;R20,字典中文释义不隐藏,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,打开有definition及日英翻译的词条，切换三语言,中文释义固定保留，只有辅助译文随设置或隐藏,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T164,字典管理,R20,不支持字典格式提示,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,选择任意MDX或改后缀但非合法HanMate包的文件,清楚说明格式不支持，不执行/误读，不声称所有字典可用,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T165,分享与兼容迁移,R21,四类单条分享,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,分别分享word/text/grammar/poem并校验导入,四类均保留必要正文、拼音和元数据，进入正确详情,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T166,分享与兼容迁移,R21,多选混合分享,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,同时选词语、课文、语法、诗词各一项,生成一个包恰好含所选完整内容及依赖，不带未选项,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T167,分享与兼容迁移,R16;R21,音轨选择和默认引用过滤,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,条目有多条私人音轨，只选其中一条分享,仅该音轨字节/绑定可见，未选preferences不悬空或泄露,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T168,分享与兼容迁移,R16;R21,单独录音分享,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,真实录音停止写完后分享文件，用独立播放器打开,声音可听、后缀编码一致，不需HanMate；不假称含注音,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T169,分享与兼容迁移,R03;R21,中文显示不删译文数据,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,中文UI分享同时含日英译文的条目，接收方切日语,原译文仍存在，发送UI仅控制显示不是数据过滤,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T170,分享与兼容迁移,R21,受限素材分享阻断,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,选择不允许再分发的文本/音频与本人录音混合,明确阻断受限载荷，不以快照绕过；合法单录音单独处理,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T171,分享与兼容迁移,R21,分享隐私白名单,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,检查内容包所有entry与JSON键、模拟夹带settings/resources,无未选资料/设置/字典状态；违规管理文件直接拒绝,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T172,分享与兼容迁移,R18;R21,语法冲突全图重映射,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,同ID不同语法内容包导入，包含audio target,派生content/unit/token/segment及grammar引用全部一致,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T173,分享与兼容迁移,R13;R20;R21,三类包入口分派,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,从分享入口选到backup或resource，检查确认页面,显示正确用途，content不能替换用户全局数据或安装/改字典,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T174,分享与兼容迁移,R13;R18;R19;R20,新协议完整备份往返,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,带语法、资源/字典、收藏、校正、用户录音完整备份恢复；携带标准资源音频并调整用户默认音轨,所有应含数据与状态一致；实际音频要三平台试听才PASS；发布载荷指纹不受用户偏好影响，可备份资源标准音频不一律排除,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T175,分享与兼容迁移,R13;R20;R22,部分资源备份缺失提示,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,资源许可限制形成referenceOnly，离线新机恢复,导出/导入明确缺失；未安装不启用、不自动联网；个人资料可用,集成/平台,iOS;Android;Windows,P0,NOT RUN,
HM-T176,分享与兼容迁移,R13;R15;R18,旧v1包显式升级,对应模块已实现；使用隔离测试库与明确标为测试的资源，不操作真实个人资料,以archive/v2_baseline旧包校验并转换再导入,原文/ID/范围/校正/收藏/音轨不改；补空资源登记不卸载本机源,集成/平台,iOS;Android;Windows,P0,NOT RUN,
